key,translation,locale
availability_notification.email_address,"Email address",en_US
availability_notification.email_address,"E-Mail-Addresse",de_DE
discount.voucher_code.usage_limit.reached,"Voucher code usage limit reached",en_US
discount.voucher_code.usage_limit.reached,"Gutscheincode-Nutzungslimit erreicht",de_DE
product_bundle.unavailable,Product '%productSku%' in the Bundle Product '%bundleSku%' is not available at the moment,en_US
product_bundle.unavailable,Das Produkt '%productSku%' in das Bundle Product '%bundleSku%' ist momentan nicht verfügbar,de_DE
cart.total.price_to_pay,Zu bezahlender Betrag,de_DE
cart.total.price_to_pay,Price to pay,en_US
cart.giftcard.label,Gift card,en_US
cart.giftcard.label,Geschenkgutschein,de_DE
cart.giftcard.apply.failed,The gift card is not applicable,en_US
cart.giftcard.apply.failed,Geschenkgutschein konnte nicht angewendet werden,de_DE
cart.giftcard.apply.successful,Your gift card code has been applied,en_US
cart.giftcard.apply.successful,Ihr Geschenkgutschein wurde angewendet,de_DE
checkout.giftcard.label,Gift card,en_US
checkout.giftcard.label,Geschenkgutschein,de_DE
mail.giftCard.delivery.subject,Your Gift card!,en_US
mail.giftCard.delivery.subject,Deine Geschenkkarte!,de_DE
mail.giftCard.delivery.text,"Sehr geehrter Kunde, vielen Dank für den Kauf einer Geschenkgutschein in unserem Shop. Ihr Gutscheincode lautet: ",de_DE
mail.giftCard.delivery.text,"Dear customer, thank you for buying a gift card at our shop. Your gift card code is: ",en_US
mail.giftCard.usage.subject,Thank you for using a Gift Card!,en_US
mail.giftCard.usage.subject,Vielen Dank dass Sie ein Geschenkgutschein benutzt haben.,de_DE
cart.code.apply.failed,Code could not be applied,en_US
cart.code.apply.failed,Gutscheincode konnte nicht angewendet werden,de_DE
cart.code.enter-code,Gutscheincode/Geschenkgutscheincode eingeben,de_DE
cart.code.enter-code,Enter voucher/gift card code,en_US
general.next.button,Next,en_US
general.next.button,Weiter,de_DE
shipment.validation.not_found,Shipment method not found.,en_US
shipment.validation.not_found,Versandart nicht gefunden.,de_DE
billing.address.validation.is_missing,Billing address is missing,en_US
billing.address.validation.is_missing,Rechnungsadresse fehlt,de_DE
billing.address.country.validation.not_found,Billing address country not found for country code: %code%,en_US
billing.address.country.validation.not_found,Rechnungsadresse Land für Ländercode nicht gefunden: %code%,de_DE
shipping.address.country.validation.not_found,Shipping address country not found for country code: %code%,en_US
shipping.address.country.validation.not_found,Lieferadresse Land für Ländercode nicht gefunden: %code%,de_DE
product_search_widget.search.product_discontinued_prefix,[Discontinued],en_US
product_search_widget.search.product_discontinued_prefix,[Abgesetzt],de_DE
place_order.pre_check.product_discontinued,"Product '%name%' is discontinued, please choose an alternative one",en_US
place_order.pre_check.product_discontinued,"Produkt '%name%' ist abgekündigt, bitte wählen Sie eine Alternative",de_DE
configurable_bundle.templates.configurable-bundle-all-in.name,All in,en_US
configurable_bundle.templates.configurable-bundle-all-in.name,All in,de_DE
configurable_bundle.templates.smartstation.name,Smartstation Kit,en_US
configurable_bundle.templates.smartstation.name,Smartstation-Kit,de_DE
configurable_bundle.template_slots.slot-1.name,Slot 1,en_US
configurable_bundle.template_slots.slot-1.name,Slot 1,de_DE
configurable_bundle.template_slots.slot-2.name,Slot 2,en_US
configurable_bundle.template_slots.slot-2.name,Slot 2,de_DE
configurable_bundle.template_slots.slot-3.name,Slot 3,en_US
configurable_bundle.template_slots.slot-3.name,Slot 3,de_DE
configurable_bundle.template_slots.slot-4.name,Slot 4,en_US
configurable_bundle.template_slots.slot-4.name,Slot 4,de_DE
configurable_bundle.template_slots.slot-5.name,Slot 5,en_US
configurable_bundle.template_slots.slot-5.name,Slot 5,de_DE
configurable_bundle.template_slots.slot-6.name,Slot 6,en_US
configurable_bundle.template_slots.slot-6.name,Slot 6,de_DE
configurable_bundle.template.validation.error.not_exists,Configurable bundle template does not exist.,en_US
configurable_bundle.template.validation.error.not_exists,Vorlage des konfigurierbaren Bündels existiert nicht.,de_DE
configurable_bundle.slot.validation.error.not_exists,Configurable bundle template slot does not exist.,en_US
configurable_bundle.slot.validation.error.not_exists,Vorlagenslot des konfigurierbaren Bündels existiert nicht.,de_DE
configurable_bundle.template.validation.error.already_activated,Configurable bundle template is already activated.,en_US
configurable_bundle.template.validation.error.already_activated,Vorlage des konfigurierbaren Bündels wurde schon aktiviert.,de_DE
configurable_bundle.template.validation.error.already_deactivated,Configurable bundle template is already deactivated.,en_US
configurable_bundle.template.validation.error.already_deactivated,Vorlage des konfigurierbaren Bündels wurde schon deaktiviert.,de_DE
configurable_bundle_note.enter_note,Add a note for the configured bundle,en_US
configurable_bundle_note.enter_note,Fügen Sie eine Notiz für das konfigurierte Bundle hinzu,de_DE
configurable_bundle_note.note,Configured Bundle Note:,en_US
configurable_bundle_note.note,Konfigurierter Bündelwagen Hinweis:,de_DE
configurable_bundle_note.form.save,Save,en_US
configurable_bundle_note.form.save,Speichern,de_DE
configurable_bundle_note.note_added,Note has been successfully added to configured bundle,en_US
configurable_bundle_note.note_added,Einkaufswagen-Notiz wurde dem konfigurierten Bundle erfolgreich hinzugefügt,de_DE
configurable_bundle_page.select,Select,en_US
configurable_bundle_page.select,Auswählen,de_DE
configurable_bundle_page.unselect,Unselect,en_US
configurable_bundle_page.unselect,Unselect,de_DE
configurable_bundle_page.edit,Edit,en_US
configurable_bundle_page.edit,Edit,de_DE
configurable_bundle_page.configurator,Configurator,en_US
configurable_bundle_page.configurator,Konfigurator,de_DE
configurable_bundle_page.configurable_bundle_list,Configurable Bundle List,en_US
configurable_bundle_page.configurable_bundle_list,Configurable Bundle List,de_DE
configurable_bundle_page.choose_bundle_to_configure,Choose Bundle to configure,en_US
configurable_bundle_page.choose_bundle_to_configure,Choose Bundle to configure,de_DE
configurable_bundle_page.configurator.templates_not_found,There are no templates available.,en_US
configurable_bundle_page.configurator.templates_not_found,There are no templates available.,de_DE
configurable_bundle_page.template_not_found,Configurable bundle template not found.,en_US
configurable_bundle_page.template_not_found,Configurable bundle template not found.,de_DE
configurable_bundle_page.invalid_template_slot_combination,Invalid template/slot combination.,en_US
configurable_bundle_page.invalid_template_slot_combination,Invalid template/slot combination.,de_DE
configurable_bundle_page.configurator.tip.header,Create your own bundle.,en_US
configurable_bundle_page.configurator.tip.header,Create your own bundle.,de_DE
configurable_bundle_page.configurator.tip.text,"To create the bundle, please select the slot from the left side, and choose the product from the list.",en_US
configurable_bundle_page.configurator.tip.text,"To create the bundle, please select the slot from the left side, and choose the product from the list.",de_DE
configurable_bundle_page.configurator.selected_product,Selected product,en_US
configurable_bundle_page.configurator.selected_product,Selected product,de_DE
configurable_bundle_page.configurator.summary,Summary,en_US
configurable_bundle_page.configurator.summary,Summary,de_DE
configurable_bundle_page.configurator.add_to_cart,Add to Cart,en_US
configurable_bundle_page.configurator.add_to_cart,Add to Cart,de_DE
configurable_bundle_page.configurator.summary_page_locked,Product for at least one slot should be configured to visit Summary page.,en_US
configurable_bundle_page.configurator.summary_page_locked,Product for at least one slot should be configured to visit Summary page.,de_DE
configurable_bundle_page.configurator.summary_page_total,Total,en_US
configurable_bundle_page.configurator.summary_page_total,Gesamt,de_DE
configurable_bundle_page.configurator.added_to_cart,Configured bundle successfully added to cart.,en_US
configurable_bundle_page.configurator.added_to_cart,Configured bundle successfully added to cart.,de_DE
configurable_bundle_page.configurator.slot_became_unavailable,Configured slot with ID '%id%' became unavailable.,en_US
configurable_bundle_page.configurator.slot_became_unavailable,Configured slot with ID '%id%' became unavailable.,de_DE
configurable_bundle_page.configurator.product_became_unavailable,Product with SKU '%sku%' configured for slot with ID '%id%' became unavailable.,en_US
configurable_bundle_page.configurator.product_became_unavailable,Product with SKU '%sku%' configured for slot with ID '%id%' became unavailable.,de_DE
configurable_bundle_page.configurator.slot_page.back_link,Back to Bundles,en_US
configurable_bundle_page.configurator.slot_page.back_link,Zurück zu den Bundles,de_DE
configurable_bundle_page.configurator.sku,Sku:,en_US
configurable_bundle_page.configurator.sku,Sku:,de_DE
configurable_bundle_note.enter_note,Add a note for the configured bundle,en_US
configurable_bundle_note.enter_note,Fügen Sie eine Notiz für das konfigurierte Bundle hinzu,de_DE
configurable_bundle_note.note,Configured Bundle Note:,en_US
configurable_bundle_note.note,Konfigurierter Bündelwagen Hinweis:,de_DE
configurable_bundle_note.note_added,Note has been successfully added to configured bundle,en_US
configurable_bundle_note.note_added,Einkaufswagen-Notiz wurde dem konfigurierten Bundle erfolgreich hinzugefügt,de_DE
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,"Please notice: Items from the Configured Bundle were added to the Cart as individual products.",en_US
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,"Bitte beachten: Artikel aus dem konfigurierbaren Bündel wurden als einzelne Produkte in den Warenkorb gelegt.",de_DE
sales_configured_bundle_widget.returnable_state,Non-returnable,en_US
sales_configured_bundle_widget.returnable_state,Kann nicht retourniert werden,de_DE
sales_configured_bundle_widget.quantity,Quantity:,en_US
sales_configured_bundle_widget.quantity,Anzahl:,de_DE
configured_bundle_widget.items,Items,en_US
configured_bundle_widget.items,Artikel,de_DE
configured_bundle.quantity,Quantity:,en_US
configured_bundle.quantity,Anzahl:,de_DE
configured_bundle.price,Item price:,en_US
configured_bundle.price,Stückpreis:,de_DE
configured_bundle.bundle_total,Bundle total:,en_US
configured_bundle.bundle_total,Bündel Gesamt:,de_DE
configured_bundle.total,Item total:,en_US
configured_bundle.total,Artikel Gesamt:,de_DE
configured_bundle.remove,"Remove",en_US
configured_bundle.remove,"Entfernen",de_DE
configured_bundle.order.items,Items in the bundle:,en_US
configured_bundle.order.items,Produkte in diesem Bündel:,de_DE
configured_bundle.item_sku,SKU:,en_US
configured_bundle.item_sku,SKU:,de_DE
configured_bundle_cart.error.configured_bundle_not_found,Configured bundle with provided sku not found in cart.,en_US
configured_bundle_cart.error.configured_bundle_not_found,Konfiguriertes Bundle mit mitgelieferter SKU nicht im Warenkorb gefunden.,de_DE
configured_bundle_cart.error.configured_bundle_cannot_be_removed,Configured bundle cannot be removed from cart.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_removed,Das konfigurierte Bundle kann nicht aus dem Warenkorb entfernt werden.,de_DE
configured_bundle_cart.error.configured_bundle_cannot_be_updated,Configured bundle cannot be updated.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_updated,Konfiguriertes Bundle kann nicht aktualisiert werden.,de_DE
configured_bundle_cart.error.configured_bundle_cannot_be_added,Configured bundle cannot be added to cart.,en_US
configured_bundle_cart.error.configured_bundle_cannot_be_added,Configured bundle cannot be added to cart.,de_DE
configured_bundle_widget.configured_bundle.removed,Configured bundle removed successfully.,en_US
configured_bundle_widget.configured_bundle.removed,Konfiguriertes Bundle erfolgreich entfernt.,de_DE
configured_bundle_widget.configured_bundle.updated,Configured bundle updated successfully.,en_US
configured_bundle_widget.configured_bundle.updated,Konfiguriertes Bundle wurde erfolgreich aktualisiert.,de_DE
configured_bundle_widget.items,Items,en_US
configured_bundle_widget.items,Artikel,de_DE
configured_bundle_widget.multiplier,x,en_US
configured_bundle_widget.multiplier,x,de_DE
configured_bundle_note_widget.edit_note,Edit,en_US
configured_bundle_note_widget.edit_note,Bearbeiten,de_DE
configured_bundle_note_widget.remove_note,Remove,en_US
configured_bundle_note_widget.remove_note,Entfernen,de_DE
product_search_widget.search.no_results,Products were not found.,en_US
product_search_widget.search.no_results,Products were not found.,de_DE
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,"Please notice: Items from the Configured Bundle were added to the Cart as individual products.",en_US
sales_configured_bundle_widget.success.items_added_to_cart_as_individual_products,"Bitte beachten: Artikel aus dem konfigurierbaren Bündel wurden als einzelne Produkte in den Warenkorb gelegt.",de_DE
return.return_reasons.damaged.name,Damaged,en_US
return.return_reasons.damaged.name,Beschädigt,de_DE
return.return_reasons.wrong-item.name,Wrong Item,en_US
return.return_reasons.wrong-item.name,Falscher Artikel,de_DE
return.return_reasons.no_longer_needed.name,No longer needed,en_US
return.return_reasons.no_longer_needed.name,Nicht mehr benötigt,de_DE
return.return_policy.returnable_till.message,Returnable till: %date%,en_US
return.return_policy.returnable_till.message,Man kann retournieren bis: %date%,de_DE
cart_page.error_message.unexpected_error,Unexpected error occurred.,en_US
cart_page.error_message.unexpected_error,Ein unerwarteter Fehler aufgetreten.,de_DE
return_page.default_title,Returns,en_US
return_page.default_title,Retouren,de_DE
return_page.title,Create Return,en_US
return_page.title,Retoure Anlegen,de_DE
return_page.return_reasons.select_reason.placeholder,Select reason,en_US
return_page.return_reasons.select_reason.placeholder,Grund auswählen,de_DE
return_page.return_reasons.custom_reason.placeholder,Custom reason,en_US
return_page.return_reasons.custom_reason.placeholder,Benutzerdefinierter Grund,de_DE
return_page.return_reasons.empty,—,en_US
return_page.return_reasons.empty,—,de_DE
return.return_policy.returnable_till.message,Returnable till: %date%,en_US
return.return_policy.returnable_till.message,Retournierbar bis: %date%,de_DE
order_invoice.invoice_template.table.number,Pos.,en_US
order_invoice.invoice_template.table.number,Pos.,de_DE
order_invoice.invoice_template.table.quantity,Quantity,en_US
order_invoice.invoice_template.table.quantity,Menge,de_DE
order_invoice.invoice_template.table.name,Item,en_US
order_invoice.invoice_template.table.name,Artikelbezeihnung,de_DE
order_invoice.invoice_template.table.tax,Tax rate,en_US
order_invoice.invoice_template.table.tax,Steuersatz,de_DE
order_invoice.invoice_template.table.price,Price,en_US
order_invoice.invoice_template.table.price,Preis,de_DE
order_invoice.invoice_template.table.subtotal,Subtotal,en_US
order_invoice.invoice_template.table.subtotal,Zwischensumme,de_DE
order_invoice.invoice_template.table.discount,Discount,en_US
order_invoice.invoice_template.table.discount,Rabatt,de_DE
order_invoice.invoice_template.table.tax.included,this includes %tax_rate%% VAT net,en_US
order_invoice.invoice_template.table.tax.included,darin enthalten %tax_rate%% MwSt. Netto,de_DE
order_invoice.invoice_template.table.tax.name,VAT,en_US
order_invoice.invoice_template.table.tax.name,MwSt.,de_DE
order_invoice.invoice_template.table.grandtotal,Grand total,en_US
order_invoice.invoice_template.table.grandtotal,Summe,de_DE
order_invoice.invoice_template.reference,Invoice number:,en_US
order_invoice.invoice_template.reference,Rechnungsnummer:,de_DE
order_invoice.invoice_template.introduction,We hereby charge you for the following goods:,en_US
order_invoice.invoice_template.introduction,Hiermit berechnen wir Ihnen folgende Ware:,de_DE
order_invoice.invoice_template.company.name,Spryker Systems GmbH Berlin,en_US
order_invoice.invoice_template.company.name,Spryker Systems GmbH Berlin,de_DE
order_invoice.invoice_template.company.address,Julie-Wolfthorn-Straße 1<br>10115 Berlin <br> Germany,en_US
order_invoice.invoice_template.company.address,Julie-Wolfthorn-Straße 1<br>10115 Berlin <br> Germany,de_DE
order_invoice.invoice_template.company.group,Unternehmensgruppe Spryker Systems GmbH	,en_US
order_invoice.invoice_template.company.group,Spryker Systems GmbH Group,de_DE
order_invoice.invoice_template.merchant.name,Spryker Systems GmbH Berlin,en_US
order_invoice.invoice_template.merchant.name,Spryker Systems GmbH Berlin,de_DE
order_invoice.invoice_template.merchant.address,Julie-Wolfthorn-Straße 1 + 10115 Berlin,en_US
order_invoice.invoice_template.merchant.address,Julie-Wolfthorn-Straße 1 + 10115 Berlin,de_DE
return_page.list.title,Returns,en_US
return_page.list.title,Retouren,de_DE
return_page.account.no_return,No returns at the moment,en_US
return_page.account.no_return,Momentan gibt es keine Retouren,de_DE
return_page.return.return_ref,Return Reference,en_US
return_page.return.return_ref,Retourennummer,de_DE
return_page.return.order_ref,Order Reference,en_US
return_page.return.order_ref,Bestellnummer,de_DE
return_page.return.number_of_items,No. of Items,en_US
return_page.return.number_of_items,Anzahl der Artikel,de_DE
return_page.return.date,Return Date,en_US
return_page.return.date,Retouredatum,de_DE
return_page.return.items_state,Items State,en_US
return_page.return.items_state,Stand der Artikel,de_DE
return_page.return.view_return,View Return,en_US
return_page.return.view_return,Retoure ansehen,de_DE
return_page.return.print_return,Print Slip,en_US
return_page.return.print_return,Beleg ausdrücken,de_DE
return_page.breadcrumb.returns,Returns,en_US
return_page.breadcrumb.returns,Retouren,de_DE
return_page.breadcrumb.create_return,Create Return,en_US
return_page.breadcrumb.create_return,Retoure anlegen,de_DE
return_page.details.page_title,Return Details,en_US
return_page.details.page_title,Retourendetails,de_DE
return_page.details.actions.back_to_list,Back to List,en_US
return_page.details.actions.back_to_list,Zurück zur Liste,de_DE
return_page.details.actions.print_slip,Print Slip,en_US
return_page.details.actions.print_slip,Beleg ausdrücken,de_DE
return_page.details.total.items_to_return,Items to return,en_US
return_page.details.total.items_to_return,Die zu retournierenden Artikel,de_DE
return_page.details.total.items_to_return.count,items,en_US
return_page.details.total.items_to_return.count,Artikel,de_DE
return_page.details.total.remuneration_total,Remuneration Total,en_US
return_page.details.total.remuneration_total,Rückerstattungsbetrag,de_DE
return_page.item.options,Product options:,en_US
return_page.item.options,Produktoptionen:,de_DE
return_page.table.actions, ,en_US
return_page.table.actions, ,de_DE
return_page.button.return_list,Returns,en_US
return_page.button.return_list,Retouren,de_DE
return_page.return_reasons.title,Reason:,en_US
return_page.return_reasons.title,Grund:,de_DE
return_page.return.created,Return created successfully,en_US
return_page.return.created,Retoure wurde erfolgreich angelegt,de_DE
return_page.return.title,Create Return,en_US
return_page.return.title,Retoure Anlegen,de_DE
return_page.order_reference,Order ref:,en_US
return_page.order_reference,Bestellnummer:,de_DE
return_page.order_date,Order Date:,en_US
return_page.order_date,Bestellungsdatum:,de_DE
return_page.return_reference,Return ref:,en_US
return_page.return_reference,Retourennummer:,de_DE
return_page.return_date,Return Date:,en_US
return_page.return_date,Retouredatum:,de_DE
return_page.button_text,Create Return,en_US
return_page.button_text,Retoure anlegen,de_DE
return_page.item_sku,SKU:,en_US
return_page.item_sku,SKU:,de_DE
return_page.quantity,Quantity:,en_US
return_page.quantity,Anzahl:,de_DE
return_page.returnable_state,Non-returnable,en_US
return_page.returnable_state,Kann nicht retourniert werden,de_DE
return_page.create_return.validation.selected_items,At least one product should be selected.,en_US
return_page.create_return.validation.selected_items,Mindestens ein Produkt sollte ausgewählt werden.,de_DE
return_page.button.create_return,Return,en_US
return_page.button.create_return,Retoure,de_DE
return_page.slip.return_reference,Return Ref,en_US
return_page.slip.return_reference,Retourennummer,de_DE
return_page.slip.return_date,Return Date,en_US
return_page.slip.return_date,Retouredatum,de_DE
return_page.slip.order_reference,Order Ref,en_US
return_page.slip.order_reference,Bestellnummer,de_DE
return_page.slip.barcode,Barcode,en_US
return_page.slip.barcode,Barcode,de_DE
return_page.slip.product_sku,Product SKU,en_US
return_page.slip.product_sku,Produkt-SKU,de_DE
return_page.slip.product_name,Product Name,en_US
return_page.slip.product_name,Produktname,de_DE
return_page.slip.default_price,Default Price,en_US
return_page.slip.default_price,Standardpreis,de_DE
return_page.slip.quantity,Qty,en_US
return_page.slip.quantity,Anzahl,de_DE
return_page.slip.total_price,Total Price,en_US
return_page.slip.total_price,Gesamtpreis,de_DE
return_page.slip.return_reason,Return Reason,en_US
return_page.slip.return_reason,Retourengrund,de_DE
return_page.slip.items_to_return,Items to Return,en_US
return_page.slip.items_to_return,Die zu retournierenden Artikel,de_DE
return_page.slip.remuneration_total,Remuneration Total,en_US
return_page.slip.remuneration_total,Rückerstattungsbetrag,de_DE
return_page.create_return.select_all_checkbox,Select all,en_US
return_page.create_return.select_all_checkbox,Wählen Sie Alle,de_DE
sales_product_bundle_widget.returnable_text,Returnable till:,en_US
sales_product_bundle_widget.returnable_text,Man kann retournieren bis:,de_DE
sales_product_bundle_widget.returnable_state,Non-returnable,en_US
sales_product_bundle_widget.returnable_state,Kann nicht retourniert werden,de_DE
sales_product_bundle_widget.item_sku,SKU:,en_US
sales_product_bundle_widget.item_sku,SKU:,de_DE
sales_product_bundle_widget.quantity,Quantity:,en_US
sales_product_bundle_widget.quantity,Anzahl:,de_DE
sales_product_bundle_widget.item.options,Product options:,en_US
sales_product_bundle_widget.item.options,Produktoptionen:,de_DE
oms.state.new,New,en_US
oms.state.new,Neu,de_DE
oms.state.waiting,Waiting,en_US
oms.state.waiting,Warten,de_DE
oms.state.in-progress,In progress,en_US
oms.state.in-progress,In Bearbeitung,de_DE
oms.state.ready,Ready,en_US
oms.state.ready,Bereit,de_DE
oms.state.canceled,Canceled,en_US
oms.state.canceled,Abgebrochen,de_DE
oms.state.closed,Closed,en_US
oms.state.closed,Geschlossen,de_DE
oms.state.draft,Draft,en_US
oms.state.draft,Entwurf,de_DE
oms.state.payment-pending,Payment pending,en_US
oms.state.payment-pending,Ausstehende Zahlung,de_DE
oms.state.paid,Paid,en_US
oms.state.paid,Bezahlt,de_DE
oms.state.confirmed,Confirmed,en_US
oms.state.confirmed,Bestätigt,de_DE
oms.state.exported,Exported,en_US
oms.state.exported,Exportiert,de_DE
oms.state.shipped,Shipped,en_US
oms.state.shipped,Versandt,de_DE
oms.state.delivered,Delivered,en_US
oms.state.delivered,Geliefert,de_DE
oms.state.ready-for-return,Ready for return,en_US
oms.state.ready-for-return,Bereit zum Retournieren,de_DE
oms.state.refunded,Refunded,en_US
oms.state.refunded,Zurückerstattet,de_DE
oms.state.returned,Returned,en_US
oms.state.returned,Retourniert,de_DE
oms.state.waiting-for-return,Waiting for return,en_US
oms.state.waiting-for-return,Wartet auf Retoure,de_DE
oms.state.shipped-to-customer,Shipped to customer,en_US
oms.state.shipped-to-customer,An den Kunden versandt,de_DE
oms.state.sent-to-merchant,Sent to merchant,en_US
oms.state.sent-to-merchant,An den Händler versandt,de_DE
oms.state.shipped-by-merchant,Shipped by merchant,en_US
oms.state.shipped-by-merchant,Von dem Händler versandt,de_DE
oms.state.return-canceled,Return canceled,en_US
oms.state.return-canceled,Retoure wurde abgebrochen,de_DE
oms.state.merchant-split-pending,Merchant split pending,en_US
oms.state.merchant-split-pending,Händleraufteilung steht noch aus,de_DE
oms.state.gift-card-purchased,Gift card purchased,en_US
oms.state.gift-card-purchased,Geschenkkarte gekauft,de_DE
oms.state.gift-card-created,Gift card created,en_US
oms.state.gift-card-created,Geschenkkarte erstellt,de_DE
oms.state.gift-card-shipped,Gift card shipped,en_US
oms.state.gift-card-shipped,Geschenkkarte verschickt,de_DE
oms.state.invoice-generated,Invoice generated,en_US
oms.state.invoice-generated,Rechnung generiert,de_DE
oms.state.reservation-cancelled,Reservation Cancelled,en_US
oms.state.reservation-cancelled,Reservation Cancelled,de_DE
oms.state.reservation-cancellation-pending,Reservation Cancellation Pending,en_US
oms.state.reservation-cancellation-pending,Reservation Cancellation Pending,de_DE
return.create_return.validation.returnable_items_error,Return cannot be created as it contains non-returnable items,en_US
return.create_return.validation.returnable_items_error,"Retoure kann nicht angestellt werden, weil sie die Artikel beinhaltet, die nicht retourniert werden können",de_DE
return.create_return.validation.store_error,Return cannot be created - a wrong store has been selected,en_US
return.create_return.validation.store_error,Retoure kann nicht angestellt werden - es wurde ein falscher Store ausgewählt.,de_DE
return.create_return.validation.items_error,Return cannot be cretaed for this set of items,en_US
return.create_return.validation.items_error,Für dieses Set der Artikel kann die Retoure nicht erstellt werden,de_DE
form.csrf.error.text,Something went wrong. Sorry.,en_US
form.csrf.error.text,Leider ging etwas schief. Tut uns leid.,de_DE
sales.error.customer_order_not_found,Customer Order not found.,en_US
sales.error.customer_order_not_found,Die Bestellung wurde nicht gefunden.,de_DE
sales.error.order_cannot_be_canceled_due_to_wrong_item_state,Order cannot be canceled due to wrong item state.,en_US
sales.error.order_cannot_be_canceled_due_to_wrong_item_state,Die Bestellung kann wegen dem falschen Artikelstatus nicht storniert werden.,de_DE
order_cancel_widget.cancel_order,Cancel Order,en_US
order_cancel_widget.cancel_order,Bestellung stornieren,de_DE
order_cancel_widget.order.cancelled,Order was canceled successfully.,en_US
order_cancel_widget.order.cancelled,Die Bestellung wurde erfolgreich storniert.,de_DE
product_cart_item.remove,"× entfernen",de_DE
product_cart_item.remove,"× remove",en_US
product-cart.info.restricted-product.removed,The Item %sku% was removed from the cart because it was deactivated.,en_US
product-cart.info.restricted-product.removed,Der Artikel %sku% wurde aus Ihrem Warenkorb entfernt da er deaktiviert wurde.,de_DE
form.csrf.error.text,Something went wrong. Sorry.,en_US
form.csrf.error.text,Leider ging etwas schief. Tut uns leid.,de_DE
mail.trans.availability_notification.subtitle,The wait is over! Add this product to your cart now.,en_US
mail.trans.availability_notification.subtitle,Das Warten hat ein Ende! Du kannst diesen Artikel jetzt in deinen Warenkorb legen.,de_DE
mail.trans.availability_notification.title.part2,is available again!,en_US
mail.trans.availability_notification.title.part2,wieder verfügbar!,de_DE
mail.trans.availability_notification_subscription.subtitle,You will receive an email when the product is available again.,en_US
mail.trans.availability_notification_subscription.subtitle,"Du erhälst eine E-Mail, sobald der Artikel wieder verfügbar ist.",de_DE
mail.trans.availability_notification_subscription.title,We just informed our purchase team about your subscription!,en_US
mail.trans.availability_notification_subscription.title,Unser Einkaufsteam wurde über deine Anfrage informiert.,de_DE
mail.trans.availability_notification_unsubscribed.subtitle,You will not be notified when the product is available again.,en_US
mail.trans.availability_notification_unsubscribed.subtitle,"Du wirst keine Benachrichtigung erhalten, wenn der Artikel wieder verfügbar ist.",de_DE
mail.trans.availability_notification_unsubscribed.title.part1,Your subscription to,en_US
mail.trans.availability_notification_unsubscribed.title.part1,Deine Anfrage zu,de_DE
mail.trans.availability_notification_unsubscribed.title.part2,was canceled,en_US
mail.trans.availability_notification_unsubscribed.title.part2,wurde gelöscht.,de_DE
mail.trans.common.go_to_shop,Go to shop,en_US
mail.trans.common.go_to_shop,Zum Shop,de_DE
mail.trans.common.hello_for_first_name,Hello,en_US
mail.trans.common.hello_for_first_name,Hallo,de_DE
mail.trans.common.my_account,My Account,en_US
mail.trans.common.my_account,Mein Konto,de_DE
mail.trans.customer_registration.change_info,"You can change your info (delivery address, email address, password etc.) in My Account",en_US
mail.trans.customer_registration.change_info,"Du kannst deine Angaben (Lieferadresse, E-Mail, Passwort usw.) hier ändern: Mein Konto",de_DE
mail.trans.customer_registration.registration_success,Your registration to the Spryker Shop was successful!,en_US
mail.trans.customer_registration.registration_success,Die Registrierung im Spryker Shop war erfolgreich!,de_DE
mail.trans.customer_registration.title,Thank you for signing up with Spryker Shop!,en_US
mail.trans.customer_registration.title,Vielen Dank für deine Registrierung im Spryker Shop,de_DE
mail.trans.customer_restored_password_confirmation.title,Your password was changed successfully,en_US
mail.trans.customer_restored_password_confirmation.title,Dein Passwort wurde erfolgreich geändert,de_DE
mail.trans.customer_restore_password.change_password,Change password,en_US
mail.trans.customer_restore_password.change_password,Passwort ändern,de_DE
mail.trans.customer_restore_password.subtitle,"Somebody has requested a new password for your Spryker Shop account. If this was not you, please ignore this email. If it was you, please follow the instructions in the button below.",en_US
mail.trans.customer_restore_password.subtitle,"Es wurde ein neues Passwort für dein Spryker Shop-Konto angefordert. Wenn du es nicht warst, kannst du diese E-Mail ignorieren. Wenn du es warst, klicke bitte den Knopf unten an:",de_DE
mail.trans.customer_restore_password.title,New password for your Spryker Shop account,en_US
mail.trans.customer_restore_password.title,Neues Passwort für dein Spryker Shop-Konto,de_DE
mail.trans.footer.contact_email_address,info@spryker.com,en_US
mail.trans.footer.contact_email_address,info@spryker.com,de_DE
mail.trans.footer.if_you_have_further_questions,"If you have any further questions, please contact our customer service at",en_US
mail.trans.footer.if_you_have_further_questions,"Wenn du weitere Fragen hast, wende dich bitte an unseren Kundenservice unter",de_DE
mail.trans.footer.shop_address,Julie-Wolfthorn-Strasse 1,en_US
mail.trans.footer.shop_address,Julie-Wolfthorn-Straße 2,de_DE
mail.trans.footer.shop_city,Berlin,en_US
mail.trans.footer.shop_city,Berlin,de_DE
mail.trans.footer.shop_name,Spryker Systems GmbH,en_US
mail.trans.footer.shop_name,Spryker Systems GmbH,de_DE
mail.trans.footer.shop_phone,+49 (0) 30 208 498 350,en_US
